MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1930780,Myh10,"myosin, heavy polypeptide 10, non-muscle",11,,neuron migration,"happens in facial nucleus,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:3052104 ,J:92081 
MGI:1930780,Myh10,"myosin, heavy polypeptide 10, non-muscle",11,,neuron migration,"happens in pontine nucleus,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:3052104 ,J:92081 
MGI:1930780,Myh10,"myosin, heavy polypeptide 10, non-muscle",11,,neuron migration,happens in 4th ventricle,,IMP,MGI:3664764 ,J:112536 
MGI:1930780,Myh10,"myosin, heavy polypeptide 10, non-muscle",11,,"substrate-dependent cell migration, cell extension",,,IMP,MGI:2386445 ,J:90027 
MGI:894806,Mylk,"myosin, light polypeptide kinase",16,,positive regulation of cell migration,,,ISO,Q15746 ,J:164563 
MGI:106612,Myo1c,myosin IC,11,,positive regulation of cell migration,,,ISO,O00159 ,J:164563 
MGI:106612,Myo1c,myosin IC,11,,positive regulation of cell migration by vascular endothelial growth factor signaling pathway,,,ISO,O00159 ,J:164563 
MGI:107711,Myo1f,myosin IF,17,,neutrophil migration,results in the movement of neutrophil,,IMP,MGI:3664779 ,J:113020 
MGI:107711,Myo1f,myosin IF,17,,positive regulation of neutrophil migration,positively regulates neutrophil migration,,IMP,MGI:3664779 ,J:113020 
MGI:1927091,Myo1g,myosin IG,11,,T cell meandering migration,"happens in T cell,happens in lymph node",,IMP,MGI:5581464 ,J:212451 
MGI:105976,Myo5a,myosin VA,9,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:3143 ,J:155856 
MGI:106624,Myo9b,myosin IXb,8,,macrophage chemotaxis,,,IMP,MGI:4867915 ,J:162326 
MGI:106624,Myo9b,myosin IXb,8,,monocyte chemotaxis,,,IMP,MGI:4867915 ,J:162326 
MGI:2667185,Myo18a,myosin XVIIIA,11,,cell migration,,,ISO,Q92614 ,J:164563 
MGI:1202864,Myoc,myocilin,1,,positive regulation of cell migration,,,ISO,Q99972 ,J:164563 
MGI:2137495,Myocd,myocardin,11,,negative regulation of vascular associated smooth muscle cell migration,,,IDA,,J:222230 
MGI:2444584,Mysm1,"myb-like, SWIRM and MPN domains 1",4,,regulation of cell migration,regulates cell migration,,IMP,MGI:4362924 ,J:209956 
MGI:106095,Naca,nascent polypeptide-associated complex alpha polypeptide,10,,myoblast migration,,,IMP,,J:199275 
MGI:2669254,Nanos1,nanos C2HC-type zinc finger 1,19,,cell migration,,,ISO,Q8WY41 ,J:164563 
MGI:2669254,Nanos1,nanos C2HC-type zinc finger 1,19,,epithelial cell migration,,,ISO,Q8WY41 ,J:164563 
MGI:1917473,Nars,asparaginyl-tRNA synthetase,18,,cell migration,,,ISO,O43776 ,J:164563 
MGI:2183683,Nav1,neuron navigator 1,1,,neuron migration,,,IBA,PTN002654721 ,J:265628 
MGI:2183683,Nav1,neuron navigator 1,1,,neuron migration,"happens in hindbrain,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,,J:96961 
MGI:2183703,Nav3,neuron navigator 3,10,,negative regulation of cell migration,,,ISO,Q8IVL0 ,J:164563 
MGI:104591,Nbl1,"NBL1, DAN family BMP antagonist",4,,negative regulation of monocyte chemotaxis,,,IDA,,J:183223 
MGI:109601,Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,9,,cell migration,,,IBA,PTN002324400 ,J:265628 
MGI:109601,Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,9,,cell migration,,,IMP,MGI:2667151 ,J:83596 
MGI:109601,Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,9,,regulation of cell migration,,,IGI,MGI:99612 ,J:152203 
MGI:109601,Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,9,,"substrate-dependent cell migration, cell extension",,,IGI,MGI:87860 ,J:149136 
MGI:109601,Nck1,non-catalytic region of tyrosine kinase adaptor protein 1,9,,"substrate-dependent cell migration, cell extension",,,IGI,MGI:99695 ,J:149136 
MGI:1306821,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2,1,,cell migration,,,IBA,PTN002324400 ,J:265628 
MGI:1306821,Nck2,non-catalytic region of tyrosine kinase adaptor protein 2,1,,cell migration,,,IMP,MGI:2667153 ,J:83596 
MGI:1355333,Nckap1,NCK-associated protein 1,2,,cell migration,,,IBA,PTN000250293 ,J:265628 
MGI:1355333,Nckap1,NCK-associated protein 1,2,,cell migration involved in gastrulation,happens in embryo,,IMP,MGI:3578145 ,J:119028 
MGI:1355333,Nckap1,NCK-associated protein 1,2,,cell migration involved in gastrulation,happens in embryo endoderm,,IMP,MGI:3578145 ,J:119028 
MGI:1355333,Nckap1,NCK-associated protein 1,2,,mesodermal cell migration,"happens in embryo mesoderm,results in the movement of mesodermal cell",,IMP,MGI:3578145 ,J:119028 
MGI:1926063,Nckap1l,NCK associated protein 1 like,15,,cell migration,,,IBA,PTN000250293 ,J:265628 
MGI:1926063,Nckap1l,NCK associated protein 1 like,15,,neutrophil chemotaxis,,,ISO,P55160 ,J:164563 
MGI:1926063,Nckap1l,NCK associated protein 1 like,15,,positive regulation of leukocyte migration,,,ISO,P55160 ,J:164563 
MGI:1926063,Nckap1l,NCK associated protein 1 like,15,,positive regulation of neutrophil chemotaxis,,,IMP,,J:141377 
MGI:1926063,Nckap1l,NCK associated protein 1 like,15,,positive regulation of neutrophil migration,,,ISO,P55160 ,J:164563 
MGI:1914453,Nde1,nudE neurodevelopment protein 1,16,,cell migration,,,IBA,PTN000100519 ,J:265628 
MGI:1914453,Nde1,nudE neurodevelopment protein 1,16,,neuron migration,,,IMP,,J:66488 
MGI:1932915,Ndel1,nudE neurodevelopment protein 1 like 1,11,,cell migration,,,IBA,PTN000100519 ,J:265628 
MGI:1932915,Ndel1,nudE neurodevelopment protein 1 like 1,11,,cell migration,,,IMP,,J:133434 
MGI:1932915,Ndel1,nudE neurodevelopment protein 1 like 1,11,,cerebral cortex radially oriented cell migration,,,IMP,,J:163156 
MGI:1932915,Ndel1,nudE neurodevelopment protein 1 like 1,11,,neuron migration,results in the movement of granule cell,,IGI,MGI:109520 ,J:100552 
MGI:1932915,Ndel1,nudE neurodevelopment protein 1 like 1,11,,radial glia-guided pyramidal neuron migration,"happens in hippocampus,results in the movement of pyramidal neuron",,IGI,MGI:109520 ,J:100552 
MGI:97290,Ndn,"necdin, MAGE family member",7,,glial cell migration,"happens in medulla oblongata lateral wall,results in the movement of radial glial cell",,IMP,MGI:2653048 ,J:99506 
MGI:97290,Ndn,"necdin, MAGE family member",7,,glial cell migration,"happens in cerebellum,results in the movement of radial glial cell",,IMP,MGI:2653048 ,J:99506 
MGI:97290,Ndn,"necdin, MAGE family member",7,,neuron migration,"happens in medulla oblongata lateral wall,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2653048 ,J:99506 
MGI:97290,Ndn,"necdin, MAGE family member",7,,neuron migration,"happens in cerebellum,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:2653048 ,J:99506 
MGI:1915419,Ndnf,neuron-derived neurotrophic factor,6,,gonadotrophin-releasing hormone neuronal migration to the hypothalamus,,,IMP,,J:291089 
MGI:1915419,Ndnf,neuron-derived neurotrophic factor,6,,neuron migration,,,ISO,Q8TB73 ,J:164563 
MGI:2384590,Ndrg4,N-myc downstream regulated gene 4,8,,cell migration involved in heart development,"results in the movement of cardiocyte,happens in UBERON:0002348",,IMP,,J:217261 
MGI:2384590,Ndrg4,N-myc downstream regulated gene 4,8,,negative regulation of smooth muscle cell migration,,,ISO,Q9ULP0 ,J:164563 
MGI:97302,Nedd9,"neural precursor cell expressed, developmentally down-regulated gene 9",13,,cell migration,,,IBA,PTN002240539 ,J:265628 
MGI:97302,Nedd9,"neural precursor cell expressed, developmentally down-regulated gene 9",13,,lymphocyte migration into lymphoid organs,,,IMP,,J:116716 
MGI:97302,Nedd9,"neural precursor cell expressed, developmentally down-regulated gene 9",13,,negative regulation of cell migration,,,IMP,,J:322372 
MGI:97302,Nedd9,"neural precursor cell expressed, developmentally down-regulated gene 9",13,,positive regulation of cell migration,,,ISO,Q14511 ,J:164563 
MGI:97302,Nedd9,"neural precursor cell expressed, developmentally down-regulated gene 9",13,,positive regulation of lymphocyte chemotaxis,,,IMP,,J:116716 
MGI:1097159,Neo1,neogenin,9,,neuron migration,,,IBA,PTN008129288 ,J:265628 
MGI:1927138,Net1,neuroepithelial cell transforming gene 1,13,,myoblast migration,happens in limb,,IGI,MGI:108075 ,J:187741 
MGI:108055,Neurod4,neurogenic differentiation 4,10,,motor neuron migration,"happens in trigeminal ganglion,results in the movement of motor neuron",,IGI,MGI:96919 ,J:99297 
MGI:108055,Neurod4,neurogenic differentiation 4,10,,motor neuron migration,"happens in trigeminal ganglion,results in the movement of motor neuron",,IMP,MGI:2158737 ,J:99297 
MGI:108055,Neurod4,neurogenic differentiation 4,10,,motor neuron migration,"happens in facial ganglion,results in the movement of motor neuron",,IMP,MGI:2158737 ,J:99297 
MGI:109619,Neurog2,neurogenin 2,3,,neuron migration,"happens in midbrain marginal layer,results in the movement of dopaminergic neuron",,IMP,MGI:2673381 ,J:104525 
MGI:2148050,Nexmif,neurite extension and migration factor,X,,negative regulation of neuron migration,,,IBA,PTN002930882 ,J:265628 
MGI:2148050,Nexmif,neurite extension and migration factor,X,,negative regulation of neuron migration,,,ISO,RGD:1561931 ,J:155856 
MGI:1916060,Nexn,nexilin,3,,regulation of cell migration,,,ISO,Q0ZGT2 ,J:164563 
MGI:97306,Nf1,neurofibromin 1,11,,cell migration,happens in dorsal root ganglion,,IGI,MGI:1914172 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,cell migration,happens in aorta smooth muscle,,IGI,MGI:97528 ,J:109530 
MGI:97306,Nf1,neurofibromin 1,11,,cell migration,happens in dorsal root ganglion,,IGI,MGI:98179 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,cell migration,happens in dorsal root ganglion,,IMP,MGI:1857444 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,myeloid leukocyte migration,results in the movement of osteoclast,,IGI,MGI:1339753 ,J:114609 
MGI:97306,Nf1,neurofibromin 1,11,,myeloid leukocyte migration,results in the movement of osteoclast,,IGI,MGI:97583 ,J:114609 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of cell migration,,,ISO,P21359 ,J:73065 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of leukocyte migration,negatively regulates myeloid leukocyte migration,,IGI,MGI:1339753 ,J:114609 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of leukocyte migration,negatively regulates myeloid leukocyte migration,,IGI,MGI:97583 ,J:114609 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of Schwann cell migration,"negatively regulates cell migration,negatively regulates Schwann cell migration",,IGI,MGI:1914172 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of Schwann cell migration,"negatively regulates cell migration,negatively regulates Schwann cell migration",,IGI,MGI:98179 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of Schwann cell migration,"negatively regulates cell migration,negatively regulates Schwann cell migration",,IMP,MGI:1857444 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,negative regulation of vascular associated smooth muscle cell migration,"negatively regulates cell migration,negatively regulates vascular associated smooth muscle cell migration",,IGI,MGI:97528 ,J:109530 
MGI:97306,Nf1,neurofibromin 1,11,,regulation of blood vessel endothelial cell migration,,,ISO,P21359 ,J:164563 
MGI:97306,Nf1,neurofibromin 1,11,,Schwann cell migration,results in the movement of myelinating Schwann cell,,IGI,MGI:1914172 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,Schwann cell migration,results in the movement of myelinating Schwann cell,,IGI,MGI:98179 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,Schwann cell migration,results in the movement of myelinating Schwann cell,,IMP,MGI:1857444 ,J:88366 
MGI:97306,Nf1,neurofibromin 1,11,,vascular associated smooth muscle cell migration,results in the movement of vascular associated smooth muscle cell,,IGI,MGI:97528 ,J:109530 
MGI:102463,Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",2,,cell migration,,,ISO,Q13469 ,J:164563 
MGI:108420,Nfe2l2,"nuclear factor, erythroid derived 2, like 2",2,,negative regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:620360 ,J:155856 
MGI:108420,Nfe2l2,"nuclear factor, erythroid derived 2, like 2",2,,positive regulation of blood vessel endothelial cell migration,,,ISO,RGD:620360 ,J:155856 
MGI:97323,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)",11,,negative regulation of cell migration,,,ISO,P08138 ,J:164563 
MGI:97324,Nhlh2,nescient helix loop helix 2,3,,cell migration in hindbrain,,,IGI,Q02576 ,J:125013 
MGI:1196617,Ninj1,ninjurin 1,13,,leukocyte chemotaxis involved in inflammatory response,,,IDA,,J:304174 
MGI:1196617,Ninj1,ninjurin 1,13,,leukocyte chemotaxis involved in inflammatory response,,,IMP,,J:268108 
MGI:1196617,Ninj1,ninjurin 1,13,,leukocyte chemotaxis involved in inflammatory response,,,ISO,Q92982 ,J:164563 
MGI:1196617,Ninj1,ninjurin 1,13,,macrophage chemotaxis,,,IDA,,J:304174 
MGI:1196617,Ninj1,ninjurin 1,13,,pericyte cell migration,,,IMP,,J:304579 
MGI:1196617,Ninj1,ninjurin 1,13,,regulation of monocyte chemotaxis,,,IMP,,J:304706 
MGI:1196617,Ninj1,ninjurin 1,13,,regulation of monocyte chemotaxis,,,ISO,Q92982 ,J:164563 
MGI:1913976,Nipbl,NIPBL cohesin loading factor,15,,positive regulation of neuron migration,,,IMP,,J:243510 
MGI:1928323,Nisch,nischarin,14,,negative regulation of cell migration,,,IDA,,J:66342 
MGI:108067,Nkx2-1,NK2 homeobox 1,12,,cerebral cortex cell migration,"happens in cerebral cortex,results in the movement of interneuron",,IMP,,J:145460 
MGI:108067,Nkx2-1,NK2 homeobox 1,12,,interneuron migration,"happens in corpus striatum,results in the movement of interneuron",,IMP,MGI:3653645 ,J:145460 
MGI:108067,Nkx2-1,NK2 homeobox 1,12,,interneuron migration,"happens in cerebral cortex,results in the movement of interneuron",,IMP,,J:145460 
MGI:108067,Nkx2-1,NK2 homeobox 1,12,,negative regulation of cell migration,,,ISO,P43699 ,J:164563 
MGI:108067,Nkx2-1,NK2 homeobox 1,12,,neuron migration,"happens in cerebral cortex,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1857494 ,J:102348 
MGI:108067,Nkx2-1,NK2 homeobox 1,12,,telencephalon cell migration,happens in telencephalon,,IMP,MGI:3653645 ,J:157830 
MGI:108067,Nkx2-1,NK2 homeobox 1,12,,telencephalon cell migration,"happens in corpus striatum,results in the movement of interneuron",,IMP,MGI:3653645 ,J:145460 
MGI:97348,Nkx2-3,NK2 homeobox 3,19,,leukocyte migration,"happens in spleen,results in the movement of leukocyte",,IMP,MGI:2386680 ,J:62129 
MGI:97348,Nkx2-3,NK2 homeobox 3,19,,leukocyte migration,happens in spleen,,IMP,MGI:2448069 ,J:64018 
MGI:1206039,Nkx6-1,NK6 homeobox 1,5,,neuron migration,,,IEA,IPR033630 ,J:72247 
MGI:1206039,Nkx6-1,NK6 homeobox 1,5,,regulation of neuron migration,"happens in midbrain,regulates neuron migration",,IMP,MGI:2386119 ,J:152847 
MGI:2676630,Nlrp12,"NLR family, pyrin domain containing 12",7,,dendritic cell migration,"happens in lymph node,results in the movement of dendritic cell",,IMP,MGI:4836357 ,J:164725 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,regulation of neutrophil chemotaxis,regulates neutrophil chemotaxis,,IMP,MGI:3529594 ,J:147177 
MGI:97359,Nodal,nodal,10,,cell migration,happens in epiblast,,IMP,MGI:2176174 MGI:3056345 ,J:93140 
MGI:97359,Nodal,nodal,10,,cell migration involved in gastrulation,happens in embryo,,IDA,,J:90040 
MGI:97359,Nodal,nodal,10,,negative regulation of trophoblast cell migration,,,ISO,Q96S42 ,J:164563 
MGI:104327,Nog,noggin,11,,negative regulation of cell migration,,,ISO,Q13253 ,J:164563 
MGI:97362,Nos3,"nitric oxide synthase 3, endothelial cell",5,,endothelial cell migration,,,ISO,P29474 ,J:164563 
MGI:97362,Nos3,"nitric oxide synthase 3, endothelial cell",5,,positive regulation of blood vessel endothelial cell migration,,,ISO,P29474 ,J:164563 
MGI:97363,Notch1,notch 1,2,,cell migration involved in endocardial cushion formation,,,IMP,,J:165329 
MGI:97363,Notch1,notch 1,2,,negative regulation of cell migration involved in sprouting angiogenesis,,,ISO,P46531 ,J:164563 
MGI:97363,Notch1,notch 1,2,,negative regulation of endothelial cell chemotaxis,,,ISO,P46531 ,J:164563 
MGI:97363,Notch1,notch 1,2,,positive regulation of cell migration,,,IMP,,J:165329 
MGI:97363,Notch1,notch 1,2,,regulation of cell migration,,,IMP,,J:165329 
MGI:2450016,Nox1,NADPH oxidase 1,X,,cell migration,,,ISO,Q9Y5S8 ,J:164563 
MGI:1354184,Nox4,NADPH oxidase 4,7,,positive regulation of smooth muscle cell migration,,,ISO,RGD:620600 ,J:155856 
MGI:1100526,Nr2e1,"nuclear receptor subfamily 2, group E, member 1",10,,astrocyte cell migration,"happens in neural retina,results in the movement of astrocyte",,IMP,MGI:2176560 ,J:92631 
MGI:1100526,Nr2e1,"nuclear receptor subfamily 2, group E, member 1",10,,layer formation in cerebral cortex,,,IMP,MGI:2151350 ,J:109774 
MGI:1100526,Nr2e1,"nuclear receptor subfamily 2, group E, member 1",10,,regulation of cell migration involved in sprouting angiogenesis,regulates cell migration involved in sprouting angiogenesis,,IMP,MGI:2176560 ,J:105463 
MGI:1352451,Nr2f1,"nuclear receptor subfamily 2, group F, member 1",13,,interneuron migration,"happens in cerebral cortex,results in the movement of CNS interneuron",,IDA,,J:94458 
MGI:1352451,Nr2f1,"nuclear receptor subfamily 2, group F, member 1",13,,neuron migration,"happens in cerebral cortex,results in the movement of GABAergic neuron",,IDA,,J:94458 
MGI:1352452,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",7,,interneuron migration,"happens in cerebral cortex marginal layer,results in the movement of CNS interneuron",,IDA,,J:94458 
MGI:1352452,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",7,,negative regulation of endothelial cell migration,,,ISO,P24468 ,J:164563 
MGI:1352452,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",7,,neuron migration,"happens in cerebral cortex marginal layer,results in the movement of CNS neuron (sensu Vertebrata)",,IDA,,J:94458 
MGI:1352454,Nr4a1,"nuclear receptor subfamily 4, group A, member 1",15,,cell migration involved in sprouting angiogenesis,,,ISO,P22736 ,J:164563 
MGI:1352454,Nr4a1,"nuclear receptor subfamily 4, group A, member 1",15,,endothelial cell chemotaxis,,,ISO,P22736 ,J:164563 
MGI:1352456,Nr4a2,"nuclear receptor subfamily 4, group A, member 2",2,,neuron migration,results in the movement of dopaminergic neuron,,IMP,MGI:2157566 ,J:58939 
MGI:1352457,Nr4a3,"nuclear receptor subfamily 4, group A, member 3",4,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,Q92570 ,J:164563 
MGI:96083,Nrg1,neuregulin 1,8,,chemorepulsion involved in interneuron migration from the subpallium to the cortex,,,IMP,,J:184363 
MGI:96083,Nrg1,neuregulin 1,8,,negative regulation of neuron migration,,,IDA,,J:184363 
MGI:96083,Nrg1,neuregulin 1,8,,neuron migration,results in the movement of neuron,,IGI,MGI:104771 ,J:42549 
MGI:1097165,Nrg3,neuregulin 3,14,,chemorepulsion involved in interneuron migration from the subpallium to the cortex,,,IMP,,J:184363 
MGI:1097165,Nrg3,neuregulin 3,14,,negative regulation of neuron migration,,,IDA,,J:184363 
MGI:106206,Nrp1,neuropilin 1,8,,blood vessel endothelial cell migration,"happens in cardiovascular system,results in the movement of endothelial tip cell",,IMP,MGI:1857853 ,J:93809 
MGI:106206,Nrp1,neuropilin 1,8,,blood vessel endothelial cell migration,"happens in hindbrain,results in the movement of endothelial tip cell",,IMP,MGI:1857853 ,J:93809 
MGI:106206,Nrp1,neuropilin 1,8,NOT,cardiac neural crest cell migration involved in outflow tract morphogenesis,,,IMP,,J:225355 
MGI:106206,Nrp1,neuropilin 1,8,,cell migration involved in coronary vasculogenesis,,,IC,GO:0060978 ,J:208348 
MGI:106206,Nrp1,neuropilin 1,8,,cell migration involved in sprouting angiogenesis,happens in retina,,IC,GO:0061299 ,J:208348 
MGI:106206,Nrp1,neuropilin 1,8,,cell migration involved in sprouting angiogenesis,"is a part of hindbrain development,happens in endothelial cell",,IMP,,J:195430 
MGI:106206,Nrp1,neuropilin 1,8,,endothelial cell chemotaxis,,,ISO,O14786 ,J:164563 
MGI:106206,Nrp1,neuropilin 1,8,,endothelial cell migration,"is a part of integrin-mediated signaling pathway,is a part of neuropilin signaling pathway|is a part of neuropilin signaling pathway,happens in retina,is upstream of angiogenesis,is a part of integrin-mediated signaling pathway",,IMP,,J:214295 
MGI:106206,Nrp1,neuropilin 1,8,,endothelial cell migration,,,ISO,O14786 ,J:164563 
MGI:106206,Nrp1,neuropilin 1,8,,gonadotrophin-releasing hormone neuronal migration to the hypothalamus,,,IMP,,J:166892 
MGI:106206,Nrp1,neuropilin 1,8,,motor neuron migration,,,IMP,,J:226761 
MGI:106206,Nrp1,neuropilin 1,8,,neural crest cell migration,,,IBA,PTN002929610 ,J:265628 
MGI:106206,Nrp1,neuropilin 1,8,,neural crest cell migration involved in autonomic nervous system development,results in the movement of migratory cranial neural crest cell,,IMP,,J:134486 
MGI:106206,Nrp1,neuropilin 1,8,,neural crest cell migration involved in autonomic nervous system development,results in the movement of migratory trunk neural crest cell,,IMP,,J:149474 
MGI:106206,Nrp1,neuropilin 1,8,,neural crest cell migration involved in autonomic nervous system development,,,IMP,,J:209482 
MGI:106206,Nrp1,neuropilin 1,8,,neuron migration,,,IMP,,J:187616 
MGI:106206,Nrp1,neuropilin 1,8,,positive regulation of cell migration involved in sprouting angiogenesis,"happens in UBERON:0000353,happens in UBERON:0003714,happens in hindbrain",,IMP,,J:228701 
MGI:106206,Nrp1,neuropilin 1,8,,positive regulation of endothelial cell migration,,,IBA,PTN002929610 ,J:265628 
MGI:106206,Nrp1,neuropilin 1,8,,positive regulation of endothelial cell migration,"is a part of neuropilin signaling pathway,happens in retina,is a part of integrin-mediated signaling pathway,positively regulates angiogenesis",,IMP,,J:214295 
MGI:106206,Nrp1,neuropilin 1,8,,positive regulation of endothelial cell migration,,,ISO,O14786 ,J:164563 
MGI:106206,Nrp1,neuropilin 1,8,,"substrate-dependent cell migration, cell extension",,,ISO,O14786 ,J:164563 
MGI:106206,Nrp1,neuropilin 1,8,,ventral trunk neural crest cell migration,,,IMP,,J:149474 
MGI:1100492,Nrp2,neuropilin 2,1,,gonadotrophin-releasing hormone neuronal migration to the hypothalamus,,,IMP,,J:166892 
MGI:1100492,Nrp2,neuropilin 2,1,,neural crest cell migration involved in autonomic nervous system development,results in the movement of migratory cranial neural crest cell,,IMP,,J:134486 
MGI:1100492,Nrp2,neuropilin 2,1,,neural crest cell migration involved in autonomic nervous system development,results in the movement of migratory trunk neural crest cell,,IMP,,J:149474 
MGI:1100492,Nrp2,neuropilin 2,1,,neuron migration,,,IMP,,J:166892 
MGI:1100492,Nrp2,neuropilin 2,1,,trunk neural crest cell migration,"happens in trunk mesenchyme derived from neural crest,results in the movement of migratory trunk neural crest cell",,IMP,MGI:2137037 ,J:104892 
MGI:1100492,Nrp2,neuropilin 2,1,,ventral trunk neural crest cell migration,,,IMP,,J:149474 
MGI:108417,Nrtn,neurturin,17,,neural crest cell migration,,,ISO,Q99748 ,J:73065 
MGI:1861755,Nsmf,NMDA receptor synaptonuclear signaling and neuronal migration factor,2,,positive regulation of neuron migration,,,IBA,PTN002842928 ,J:265628 
MGI:1861755,Nsmf,NMDA receptor synaptonuclear signaling and neuronal migration factor,2,,positive regulation of neuron migration,,,ISO,Q6X4W1 ,J:164563 
MGI:1861755,Nsmf,NMDA receptor synaptonuclear signaling and neuronal migration factor,2,,regulation of neuron migration,,,IEA,IPR033374 ,J:72247 
MGI:97380,Ntf3,neurotrophin 3,6,,positive regulation of cell migration,,,ISO,P20783 ,J:164563 
MGI:105088,Ntn1,netrin 1,11,,motor neuron migration,"happens in future spinal cord,results in the movement of spinal accessory motor neuron",,IMP,MGI:1927548 ,J:102358 
MGI:105088,Ntn1,netrin 1,11,,neuron migration,"happens in forebrain,results in the movement of peptidergic neuron",,IMP,MGI:1927548 ,J:89800 
MGI:105088,Ntn1,netrin 1,11,,neuron migration,"happens in forebrain,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1927548 ,J:89800 
MGI:105088,Ntn1,netrin 1,11,,neuron migration,"happens in vomeronasal organ,results in the movement of peptidergic neuron",,IMP,MGI:1927548 ,J:89800 
MGI:105088,Ntn1,netrin 1,11,,neuron migration,"happens in vomeronasal organ,results in the movement of CNS neuron (sensu Vertebrata)",,IMP,MGI:1927548 ,J:89800 
MGI:105088,Ntn1,netrin 1,11,,regulation of cell migration,,,IDA,,J:60833 
MGI:105088,Ntn1,netrin 1,11,,regulation of glial cell migration,"regulates glial cell migration,regulates cell migration",,IMP,MGI:1927548 ,J:105744 
MGI:105088,Ntn1,netrin 1,11,,"substrate-dependent cell migration, cell extension",,,ISO,RGD:619809 ,J:155856 
MGI:1888978,Ntn4,netrin 4,10,,cell migration,,,IBA,PTN000832288 ,J:265628 
MGI:1934028,Ntng1,netrin G1,3,,cell migration,,,IBA,PTN000832288 ,J:265628 
MGI:1934028,Ntng1,netrin G1,3,,regulation of neuron migration,,,IMP,,J:287131 
MGI:2159341,Ntng2,netrin G2,2,,cell migration,,,IBA,PTN000832288 ,J:265628 
MGI:2159341,Ntng2,netrin G2,2,,regulation of neuron migration,,,IMP,,J:287131 
MGI:97384,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",13,,neuron migration,,,IMP,,J:132562 
MGI:97385,Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",7,,neuron migration,,,ISO,RGD:3214 ,J:155856 
MGI:97385,Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",7,,positive regulation of cell migration,,,ISO,Q16288 ,J:164563 
MGI:107423,Numb,NUMB endocytic adaptor protein,12,,positive regulation of cell migration,,,ISO,P49757 ,J:164563 
MGI:1351500,Nup62,nucleoporin 62,7,,cell migration,,,NAS,,J:113910 
MGI:3046173,Nup85,nucleoporin 85,11,,macrophage chemotaxis,,,IDA,,J:100459 
MGI:1196365,Nus1,NUS1 dehydrodolichyl diphosphate synthase subunit,10,,positive regulation of blood vessel endothelial cell migration,,,ISO,Q96E22 ,J:164563 
MGI:1339639,Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase),X,,negative regulation of cell migration,,,IC,,J:320045 
MGI:2149955,Olig3,oligodendrocyte transcription factor 3,10,,spinal cord motor neuron migration,,,IMP,MGI:3573868 ,J:96749 
MGI:1196423,Onecut1,"one cut domain, family member 1",9,,cell migration,happens in septum transversum hepatic component,,IGI,MGI:1891408 ,J:127540 
MGI:1196423,Onecut1,"one cut domain, family member 1",9,,cell migration,happens in liver,,IGI,MGI:1891408 ,J:127540 
MGI:1196423,Onecut1,"one cut domain, family member 1",9,,cell migration,results in the movement of multi-potent skeletal muscle stem cell,,IGI,MGI:1891408 ,J:127540 
MGI:1196423,Onecut1,"one cut domain, family member 1",9,,positive regulation of cell migration,positively regulates cell migration,,IGI,MGI:1891408 ,J:127540 
